symbol	length	exp_syn	exp_alt
HOXB6	224	466	1550
PFN1	140	303	957
SLC25A11	314	716	2110
RASD1	281	569	1960
C1QBP	282	595	1943
CPD	1380	2842	9578
GOSR1	250	491	1759
CCDC47	483	872	3475
MED31	131	232	947
DRG2	364	768	2508
AKAP10	662	1301	4657
ALDH3A1	453	938	3139
SMARCD2	456	940	3164
SYNGR2	224	473	1543
DDX5	614	1213	4313
C17orf75	396	752	2812
ASIC2	563	1200	3867
CCL2	99	198	693
CCL1	96	184	680
CCL13	98	200	682
PEX12	359	757	2474
KRT32	448	930	3102
KAT2A	837	1779	5754
NAGLU	743	1667	5020
HSD17B1	329	775	2186
ABI3	366	858	2436
COL1A1	1464	3589	9587
MRPL27	148	338	994
LRRC59	307	664	2099
HDAC5	1123	2455	7652
PPY	95	222	633
DUSP3	185	378	1287
CACNG1	222	459	1539
HLF	295	604	2051
EFNB3	340	815	2245
RANGRF	186	403	1271
RCVRN	200	369	1431
MYH1	1939	3661	13790
VTN	478	964	3338
TNFAIP1	316	642	2202
TMEM97	176	360	1224
FOXN1	648	1446	4386
ALDOC	364	798	2478
CD38	300	578	2122
IBSP	317	584	2269
LAP3	519	1075	3596
CXCL6	114	276	750
JADE1	842	1651	5927
RUFY3	469	895	3326
AFM	599	1088	4303
AFP	622	1178	4420
PHOX2B	314	711	2115
GNRHR	328	647	2305
CWH43	699	1438	4853
SULT1E1	294	518	2128
SMR3A	134	331	875
LAMTOR3	117	241	812
PF4V1	104	230	706
NFKB1	969	2020	6701
MANBA	879	1683	6228
KLHL2	593	1178	4159
IL2	153	299	1078
WFS1	890	1906	6104
GAR1	217	485	1468
FRG1	258	469	1853
CLNK	428	803	3049
FAM149A	482	1050	3288
SPA17	151	273	1086
CD82	267	538	1865
LDHA	241	480	1689
SPI1	271	524	1915
PLEKHB1	189	415	1286
CRYAB	175	371	1204
CTSC	463	920	3247
ZPR1	459	931	3200
CRTAM	393	789	2748
C11orf63	778	1465	5537
HSPA8	646	1319	4495
DTX4	619	1365	4206
UNC93B1	597	1323	4050
PUS3	481	916	3413
ST3GAL4	329	681	2280
SF1	548	1170	3762
CCND1	295	607	2048
CCDC86	360	810	2430
PRPF19	504	1079	3457
TMEM109	243	605	1582
ANAPC15	121	189	900
PANX1	426	862	2972
APOA5	366	764	2530
APOC3	99	210	681
IL10RA	578	1231	3971
GALNT18	607	1217	4246
BIRC2	618	1176	4386
PDHX	501	1103	3406
SLC15A3	581	1350	3879
SCGB2A2	93	169	668
DGAT2	388	829	2663
C11orf58	183	327	1320
RPS13	148	313	1019
HP	281	568	1961
YBX3	372	841	2507
DDX11	880	1856	6064
KITLG	273	510	1947
SART3	963	1876	6791
ZNF268	947	1682	6841
RPLP0	317	689	2164
PXN	591	1224	4095
POLR3B	1133	2241	7956
PPFIBP1	1005	1961	7084
CD69	199	361	1430
PRDM4	801	1614	5595
CLEC2B	149	265	1076
SELPLG	428	1019	2833
ASIC1	574	1167	3999
DAO	347	735	2388
KCTD10	313	641	2176
MLEC	292	625	2003
MVK	396	899	2665
CSRNP2	543	1153	3734
IL23A	189	405	1296
SYT10	523	1038	3669
CYP27B1	508	1191	3381
MYF6	242	506	1672
MYF5	255	520	1775
GLI1	1106	2472	7482
PPM1H	514	1116	3510
LTA4H	611	1232	4267
ELK3	407	901	2762
ITFG2	447	951	3072
PRR4	134	296	910
PARP11	338	578	2464
ARPC3	178	323	1279
GPN3	284	512	2044
FGF6	208	470	1402
MYL2	166	309	1185
RAD51AP1	352	689	2479
AKAP3	853	1701	5976
DUSP16	143	282	1005
CREBL2	120	223	857
CDKN1B	198	391	1391
GPRC5D	345	725	2380
SCNN1A	669	1385	4636
LTBR	435	954	2961
OGFOD2	350	795	2355
OAS3	1087	2313	7470
ART4	314	626	2200
MGP	128	243	909
ARHGDIB	201	393	1416
GTF2H3	267	521	1882
RERGL	205	395	1450
ENDOU	369	681	2640
VDR	427	865	2978
FZD10	581	1194	4035
IL26	171	313	1226
IFNG	166	290	1204
NUP107	925	1799	6526
CNOT2	540	1053	3807
TIMELESS	1207	2469	8394
KRR1	381	705	2724
MRPL51	128	257	895
GAPDH	335	697	2318
ACRBP	543	1104	3783
COPS7A	275	611	1864
GNB3	340	706	2354
CDCA3	243	545	1642
CHPT1	406	853	2801
USP5	858	1762	5960
TPI1	286	605	1969
ENO2	434	930	2976
C12orf57	126	275	859
APOBEC1	236	447	1677
NANOG	305	548	2197
GOLT1B	138	283	959
PRKAB1	270	545	1885
CMAS	434	887	3019
HCFC2	792	1631	5497
CLEC4A	237	439	1694
AICDA	198	401	1381
RAB35	201	386	1423
COX6A1	109	244	737
GATC	47	97	326
RFX4	641	1309	4460
SRSF9	221	465	1524
FGFR1OP2	253	462	1815
KLRB1	225	437	1588
ZNF76	151	322	1037
GCLC	637	1233	4500
IYD	293	550	2087
FYN	482	966	3372
RSPH4A	716	1378	5066
TMEM14C	112	253	755
SMIM8	97	191	682
ADTRP	248	506	1726
ASF1A	204	401	1435
HINT3	182	370	1268
NCOA7	827	1621	5822
ULBP1	244	479	1717
NEU1	415	912	2823
SLC44A4	710	1536	4854
FBXO5	447	871	3152
OPRM1	446	941	3073
FANCE	536	1212	3612
TULP1	542	1163	3715
MAPK14	360	716	2524
RHAG	410	858	2832
STK38	465	861	3324
HLA-DOA	250	554	1696
MCM3	808	1651	5621
RNF8	98	207	675
SAYSD1	183	414	1233
KIF6	265	501	1884
CAP2	477	958	3335
GPR63	419	867	2904
FBXL4	621	1245	4344
GPLD1	840	1747	5813
ACOT13	140	301	959
RPS12	132	257	931
B3GAT2	323	732	2175
GMNN	209	403	1478
SNX3	162	322	1136
ZBTB24	697	1341	4932
FIG4	907	1779	6384
ADGRG6	1221	2383	8606
OR14J1	321	694	2195
OR5V1	321	661	2228
HSD17B8	261	607	1742
UNC93A	457	1002	3111
C6orf118	469	938	3283
MDFI	246	536	1678
TFEB	476	1005	3279
BYSL	437	957	2976
TBP	339	683	2368
GUCA1B	200	371	1429
PRPH2	346	692	2422
PPP2R5D	111	238	761
MRPL2	225	513	1512
PTK7	816	1762	5582
DNPH1	174	408	1158
EXOC2	924	1822	6494
TMEM30A	361	722	2527
VEGFA	163	288	1179
TTK	856	1581	6123
WISP3	354	675	2511
LAMA4	1823	3617	12790
ENPP5	477	905	3388
LY86	162	323	1135
PRSS16	514	1199	3427
MEP1A	746	1429	5285
SKIV2L2	1042	1989	7389
ISL1	349	690	2451
SLC6A7	636	1381	4343
POU4F3	338	712	2330
HARS2	506	1048	3506
NUDT12	462	908	3250
PAPD7	792	1758	5370
GHR	638	1228	4514
DAP	102	206	712
BRD8	951	1987	6572
HBEGF	208	470	1402
LOX	417	875	2878
GZMK	264	549	1827
CDH9	789	1527	5574
SPARC	303	587	2140
HAND1	215	464	1471
PCDHB3	796	1775	5389
PCDHB5	795	1773	5382
PCDHB6	794	1751	5395
PCDHB7	793	1786	5351
PCDHB15	787	1774	5309
GRM6	877	2002	5891
THG1L	298	559	2123
IL12B	328	628	2324
BTNL8	347	751	2372
TTC1	292	515	2113
C1QTNF3	246	481	1733
IRX4	519	1202	3469
LNPEP	1025	2005	7220
AGXT2	514	1047	3579
PRLR	376	738	2646
IL4	153	308	1069
IL5	134	278	928
ST8SIA4	359	714	2517
PCDH12	1184	2585	8071
NUP155	1391	2807	9712
NR3C1	778	1568	5434
C5orf15	265	550	1835
TRIM23	574	1151	4015
TRAPPC13	411	807	2892
RARS	660	1279	4661
CDX1	265	618	1767
BNIP1	271	543	1896
HRH2	359	799	2432
SLC7A14	771	1656	5283
SEMA3G	782	1764	5274
ZMYND10	440	913	3047
LTF	710	1470	4920
MLH1	756	1520	5284
EHHADH	723	1532	4975
CRBN	442	832	3146
HRG	525	1033	3692
BCL6	706	1425	4929
FAM162A	144	274	1022
UBE3A	852	1604	6064
RBP2	134	243	963
RBP1	197	385	1388
PFKFB4	469	964	3257
HES1	280	631	1889
ECT2	883	1727	6220
GNAT1	350	680	2470
TUSC2	110	251	739
NPRL2	380	771	2649
CYB561D2	222	550	1448
C3orf14	128	245	907
GNB4	340	680	2380
MORC1	984	1840	7016
UMPS	480	1028	3292
ABTB1	478	1034	3268
KLHL18	574	1187	3979
HEMK1	338	729	2313
RRP9	475	1027	3248
AADAC	399	804	2787
EIF1B	113	212	805
ZBTB47	747	1522	5201
TNNC1	161	280	1169
NKTR	1462	2799	10359
SPCS1	169	370	1151
NEK4	841	1704	5865
TMEM159	161	348	1101
WDFY1	410	783	2907
EIF2AK2	551	1048	3911
CPS1	1500	3082	10418
DAZAP1	407	868	2795
DDX1	740	1442	5218
FKBP7	127	239	904
HEATR5B	2071	4454	14185
MDH1	334	694	2312
MAPRE3	281	532	1997
TMSB10	44	78	318
MSH2	934	1816	6590
NCK2	380	771	2649
TFPI	304	549	2187
NDUFS1	727	1503	5040
SLC11A1	550	1253	3697
APOB	4563	9052	32015
RTKN	513	1144	3473
INO80B	356	821	2383
TTL	377	748	2645
FAHD2A	314	673	2153
SF3B6	125	233	892
CENPA	114	272	754
SLC30A3	388	902	2590
MPV17	176	397	1187
NRBP1	535	1099	3716
ITGA4	614	1244	4282
SNX17	470	1001	3229
REEP6	184	406	1250
APC2	2303	5553	15174
RPS15	118	256	806
GCA	198	377	1405
WBP1	269	589	1832
MOGS	837	1944	5589
TTC31	519	1142	3529
NDUFS7	213	476	1441
PCGF1	259	505	1826
TLX2	284	697	1859
DOK1	481	1063	3266
ACADL	430	860	3010
EVA1A	152	318	1050
LANCL1	399	798	2793
REG1A	166	312	1182
FANCL	375	716	2659
IGFBP2	325	745	2180
IGFBP5	272	557	1891
KCNJ13	360	735	2505
GGCX	758	1602	5220
NEU2	380	823	2597
MOB4	193	352	1385
HSPE1	102	219	699
PRKAG3	489	1085	3316
WNT6	365	843	2442
IL1RL1	556	1074	3930
IL18R1	541	1031	3838
SLC9A2	812	1709	5599
AZU1	251	586	1673
PPP1R7	360	697	2543
PASK	1323	2856	9051
PROC	461	913	3236
ID2	134	268	938
ODC1	461	902	3247
PLEKHB2	221	451	1538
GREB1	1949	4119	13422
GORASP2	452	1039	3029
CEBPZ	1054	1913	7573
PRKD3	890	1749	6261
RMDN2	573	1074	4083
DLX2	328	709	2243
SLC1A4	532	1239	3549
ORC2	577	1090	4103
COX7A2L	114	243	783
PPP3R1	170	299	1231
PLEK	350	654	2496
PRTN3	256	586	1718
KISS1R	398	989	2593
GRIN3B	1043	2533	6854
VAX2	290	700	1910
ATP6V1B1	513	1093	3524
MSH6	1360	2707	9533
PLEKHA3	300	575	2125
SPR	261	623	1726
ENO1	434	904	3002
CDC7	574	1117	4049
SARS	514	1022	3604
CLCA1	914	1884	6342
BCL9	1426	3093	9741
TPSG1	321	779	2110
ANGPTL1	491	913	3506
TCEANC2	208	420	1452
TMEM59	323	654	2253
RPL22	128	230	922
OPRD1	372	846	2502
WDR77	342	744	2334
RNF19B	731	1532	5047
DLGAP3	979	2175	6636
C1orf21	121	205	884
MAD2L2	211	432	1467
MFN2	757	1527	5286
MIIP	388	892	2600
SLC35D1	355	764	2431
PRAMEF10	474	961	3305
PRAMEF4	478	960	3342
PRDM2	1718	3471	11991
RGS2	211	374	1525
DENND1B	396	788	2776
WARS2	360	756	2484
OSCP1	379	770	2641
NT5C1A	368	777	2535
SLAMF1	144	296	1000
KDM5B	1275	2546	8929
AKR7A2	359	778	2453
GBP3	142	298	980
RAB29	203	398	1429
CD160	181	371	1258
APH1A	150	352	998
P3H1	804	1684	5552
EBNA1BP2	306	607	2147
ATP6V0B	158	352	1070
SLC19A2	497	1099	3374
SELL	385	690	2775
VAMP4	141	263	1006
GRHL3	607	1223	4240
SYF2	243	451	1736
DHDDS	333	678	2319
PPP1R8	127	281	862
SLC5A9	706	1568	4786
CTSD	412	906	2802
COLEC11	268	545	1867
STAG1	1221	2314	8675
A4GNT	340	667	2393
MMP8	467	892	3311
APOA1	267	542	1861
SLC8A2	921	2056	6233
NR5A2	495	950	3505
TNNT2	298	523	2159
CAMSAP2	1489	2866	10535
FCGR2B	291	610	2009
FCRLA	376	818	2566
EEF1B2	225	435	1590
ATIC	592	1240	4088
TNP1	55	103	392
FASTKD2	710	1366	5024
TTR	147	331	992
B4GALT6	343	653	2434
DOPEY1	2476	4870	17414
FILIP1	1213	2375	8542
UBE3D	36	71	253
SPACA1	294	602	2044
SGIP1	859	1865	5866
TBPL1	186	379	1295
ZC2HC1B	222	456	1542
FBXO30	745	1448	5257
ADAT2	191	377	1342
TNFAIP3	790	1535	5575
SGK1	431	856	3023
TCF21	179	370	1241
PMFBP1	1007	1804	7259
MED28	178	372	1230
DNAH6	4158	8128	29294
RNF103	685	1281	4884
MYL12B	172	310	1238
ARMC2	222	464	1534
GHRH	108	218	754
RPN2	631	1370	4309
SOGA1	1661	3595	11354
PKD2	968	1973	6739
ABCG2	655	1335	4560
SPP1	300	546	2154
STBD1	358	720	2502
ADH6	368	760	2552
CCNI	377	757	2636
RARRES1	294	624	2022
LDAH	325	630	2295
FGF23	251	533	1726
ELL2	640	1281	4479
GLRX	106	218	736
NDUFB3	98	177	705
ZFAND5	213	412	1505
GDA	471	950	3289
C2orf40	148	302	1030
YWHAQ	245	479	1726
ITGB1BP1	150	297	1053
CPSF3	684	1306	4850
DDX55	600	1180	4220
CCDC92	331	692	2287
LGALS8	175	360	1215
FKBP15	1219	2514	8457
CNTRL	2325	4280	16645
HDHD3	251	571	1688
ALG2	138	314	928
VPS4B	444	900	3096
SERPINB10	397	731	2842
GSC	257	569	1744
ADCK1	523	1070	3637
PGF	169	372	1149
IFI27L2	130	319	851
NEK9	979	2045	6766
ACYP1	99	187	704
IFT43	213	435	1482
NPC2	148	294	1038
IRF2BPL	796	1827	5337
ACOT2	483	1089	3258
FLVCR2	526	1138	3596
DLST	67	153	450
TGFB3	412	834	2874
ZC2HC1C	389	773	2728
SLIRP	107	216	747
PAPOLG	736	1506	5118
TP53I3	332	729	2259
RHOQ	205	413	1432
TMEM214	689	1503	4698
ATAD2B	1458	2863	10259
FAM98A	518	1075	3587
YIPF4	244	524	1672
AFTPH	936	1821	6603
LGALSL	172	352	1196
CRIPT	101	184	725
ADGRB3	728	1443	5109
MFSD13A	517	1196	3457
SLF2	1173	2308	8249
LIPF	398	757	2825
PPP1R3C	317	588	2265
MXI1	228	458	1594
HELLS	714	1325	5101
PRLHR	370	895	2435
KCNIP2	184	339	1317
HOXB8	243	490	1697
HOXB5	269	560	1861
HOXB7	217	448	1505
HOXB1	301	658	2051
DUSP1	367	814	2489
PANK3	370	752	2578
MSX2	267	608	1795
INSL4	139	302	949
IFNA7	189	362	1339
LRP11	500	1147	3353
CCDC170	715	1354	5081
ARAP3	1544	3456	10440
PCDHB8	801	1767	5442
PCDHB10	800	1770	5430
PCDHB14	798	1763	5419
PCDHB12	795	1734	5421
SLC25A2	301	631	2078
PRRX1	245	516	1689
TNN	1299	2668	9023
TTLL2	592	1168	4160
MSANTD2	507	1072	3491
PDZD11	140	282	978
NUDCD1	583	1111	4136
CCDC77	488	910	3482
TNFSF11	270	529	1901
MTRF1	151	263	1096
CCDC169	214	405	1521
UFM1	85	191	574
ELF1	619	1295	4276
ALG5	324	666	2250
EXOSC8	37	80	253
FAM53C	392	875	2653
MYOT	498	997	3485
EGR1	543	1196	3691
PFN2	140	275	985
SERP1	66	125	469
MTERF2	385	735	2730
NFYB	207	384	1479
CCDC53	194	401	1345
FZD3	666	1312	4682
SLC39A14	481	1010	3319
DUSP4	394	875	2671
SORBS3	671	1465	4574
CHRNA2	514	1098	3528
PPP3CC	512	1026	3582
RNF170	116	230	814
TARDBP	414	805	2921
PRAMEF2	474	963	3303
RDH10	341	707	2362
LUC7L3	432	801	3087
DLX4	240	543	1617
COIL	576	1182	4002
TBX2	712	1648	4760
SLC35B1	359	805	2426
TBX4	545	1146	3759
TEX14	1497	2950	10523
FAM117A	453	1043	3034
NCAPH	741	1455	5214
KIAA0922	1387	2686	9797
MND1	205	368	1477
ZNF141	474	836	3430
TSHZ3	1081	2164	7565
TAS2R8	309	597	2184
PLBD1	553	1092	3885
KLRK1	216	373	1571
TAS2R10	307	590	2173
PRB1	151	363	996
PYROXD1	500	953	3547
IAPP	89	192	609
KCNJ8	424	871	2945
TAS2R7	318	635	2227
TAS2R9	312	626	2182
ZNF549	627	1133	4510
ZSCAN18	510	1131	3459
ZNF211	577	1054	4139
TFG	400	827	2773
KALRN	1663	3266	11701
NAA50	169	317	1204
PAX6	422	880	2918
MAPK8IP1	711	1547	4852
PEX16	346	827	2287
DEPDC7	511	985	3614
CAT	527	1043	3700
ACHE	614	1406	4120
FBXO24	580	1240	3980
GJB6	261	504	1845
GJA3	435	961	2954
GHSR	366	802	2492
TNFSF10	281	509	2020
SLITRK3	977	2036	6757
CPXM2	756	1554	5250
CSMD2	3487	7341	24042
GSTM2	218	409	1553
ADORA3	318	667	2195
GTDC1	376	721	2663
CXCR4	352	717	2451
ACVR2A	513	989	3628
POLK	870	1589	6241
FLT3	993	1906	7031
RASL11A	242	524	1654
FYTTD1	318	665	2197
MTERF4	381	723	2706
MRPS2	296	638	2026
MYOG	224	483	1533
COPA	1224	2522	8494
HLA-DQA1	255	526	1769
PRM2	102	201	717
OPN4	478	1064	3238
AHR	848	1624	6008
SCRN1	414	805	2921
ETV1	459	861	3270
BBS9	887	1807	6176
OCM	109	199	782
EEPD1	569	1212	3909
WIPF3	483	1191	3156
NPY	97	223	650
HOXA7	230	475	1595
INHBA	426	842	2992
FKBP9	570	1191	3939
NT5C3A	336	648	2376
POLM	494	1108	3338
RAMP3	148	317	1015
MRM2	246	537	1677
TWIST1	202	439	1379
SLC25A51	297	611	2062
CLTA	248	498	1734
TAF1L	1826	3543	12891
PHF24	400	842	2758
DNAI1	699	1343	4948
DCAF10	386	804	2670
ZC3HAV1	902	1802	6316
AKR1D1	326	631	2303
NEUROG3	214	511	1415
SRGN	158	325	1097
EGR2	476	1095	3189
FAM149B1	582	1212	4026
UNG	313	646	2171
DYNLL1	89	155	646
IFT81	676	1194	4890
ACADS	412	890	2818
HVCN1	273	545	1912
RNF11	154	311	1075
BHLHE41	482	1101	3237
SSPN	243	527	1660
ITPR2	181	334	1295
STX10	220	446	1534
DDX39A	427	851	2992
PKN1	942	2136	6342
C19orf43	176	387	1197
ADGRE5	835	1744	5771
ZNF442	627	1106	4537
KLHL24	600	1184	4216
CCDC70	233	396	1701
EBPL	206	446	1408
ATP7B	1465	3134	10051
ZC3H13	1668	3259	11753
CENPK	269	485	1936
NEUROD4	331	665	2314
PFDN5	66	127	467
ORMDL2	153	328	1049
NR4A1	598	1357	4025
PDE1B	536	1081	3743
HOXC13	330	724	2246
LRP1	4544	9035	31861
HOXC11	378	837	2565
HOXC12	282	640	1898
HOXC6	235	473	1642
SMUG1	177	367	1226
FAAH	579	1308	3903
RSRP1	290	653	1957
IL13RA2	380	707	2713
COL10A1	680	1648	4472
SEC61A1	476	1042	3242
TCEAL3	200	366	1434
RAB9B	201	381	1428
NRK	1582	3178	11060
MAGEA9	315	614	2221
RIF1	2472	4823	17425
TTC21B	1316	2505	9339
NMI	307	565	2198
TNFAIP6	277	521	1972
ACVR1C	493	1019	3418
SLC36A1	476	1033	3251
BATF3	127	262	881
KCNJ2	427	835	3008
EXOSC9	439	873	3078
PLA2G12A	189	386	1315
SNRPA	282	577	1961
B9D2	175	376	1199
COQ8B	503	1107	3420
C4BPB	252	457	1811
ZNF468	127	240	903
ZNF415	555	1000	3995
ZNF350	532	991	3797
RAB38	211	412	1487
GPR83	423	881	2926
HAUS3	603	1077	4350
CHPF	775	1855	5120
INHA	366	883	2411
FAM124B	272	562	1886
SP140L	555	998	3997
ENKD1	346	789	2325
UBE2C	50	117	333
SLC35C2	365	823	2462
ACTR5	607	1262	4201
MC3R	323	664	2243
GCNT7	308	584	2188
CTCFL	663	1246	4721
SYS1	156	349	1055
PI3	117	250	803
WFDC3	231	470	1609
SLC12A5	1116	2375	7669
ATP5E	51	98	361
PLCG1	1291	2576	9043
SRSF6	344	746	2350
RAB22A	194	393	1353
PTGIS	500	1079	3421
CDH26	124	267	849
SNAI1	264	577	1799
MOCS3	460	1082	3058
RNF114	228	453	1599
MAGEA10	369	750	2571
PEPD	493	1041	3396
IL9R	521	1094	3595
NAGK	344	737	2359
MCEE	176	383	1201
PAIP2B	123	198	909
SNRNP27	155	324	1071
MPHOSPH10	681	1185	4944
IL17C	197	468	1305
LIPE	1076	2460	7224
PSG9	402	830	2788
PSG4	326	686	2248
PSG1	426	893	2941
HIF3A	600	1380	4020
IRGC	463	1061	3106
LYPD3	346	798	2316
CEACAM8	349	762	2379
RNF39	420	995	2785
DST	5171	9714	36825
FBXO9	447	850	3173
PACSIN1	444	821	3175
RRP36	259	526	1805
BTN1A1	526	1129	3605
BTN3A3	584	1226	4030
SNRPC	159	319	1112
SLC17A1	467	989	3214
ABCC10	1464	3469	9707
HIST1H1D	221	492	1497
HIST1H4F	103	239	688
PEX6	738	1821	4821
UNC5CL	518	1123	3539
AARS2	985	2270	6595
HIST1H1A	215	482	1453
ZNF391	358	646	2576
OR2B6	313	681	2136
TCP11	441	913	3056
APOBEC2	224	445	1571
KLHDC3	248	495	1737
TREM1	234	503	1603
MEA1	185	390	1275
COL21A1	957	2064	6549
CDKN1A	164	377	1099
SOX4	474	1092	3174
CPNE5	593	1232	4105
SSR1	286	580	1994
NRN1	142	293	985
ATXN1	815	1791	5544
DEK	341	590	2479
BLOC1S5	114	227	799
LRRFIP1	784	1494	5562
EREG	169	338	1183
TRIM51	309	571	2210
SCGB1D2	90	188	622
SCGB2A1	95	169	686
EMC3	261	513	1836
SH3TC1	1336	3008	9016
KATNAL2	466	950	3244
BBS2	721	1494	4995
MT2A	61	107	442
GOT2	430	889	2981
SPHK2	654	1630	4256
PIWIL1	861	1719	6030
RAP2A	183	361	1286
SLC10A2	348	733	2399
EFNB2	333	667	2330
C17orf53	521	1167	3522
SLC22A5	557	1218	3795
IRF1	325	633	2292
NIN	2133	3939	15258
ATP5S	127	227	916
BMP4	408	854	2818
PTGER2	358	824	2398
RPS29	56	106	398
SOX9	509	1053	3528
MYH2	1941	3707	13762
MRPS7	242	493	1685
ARMC7	198	444	1338
NUP85	656	1336	4568
MIF4GD	256	516	1788
NT5C	201	438	1371
MSTO1	570	1263	3867
MBOAT7	472	1082	3166
LILRB2	632	1388	4300
LILRB3	464	1006	3170
ZBTB46	589	1244	4057
SLC35F5	523	1068	3639
INSIG2	225	473	1552
PSD4	1056	2237	7267
PSPN	156	392	1012
ALKBH7	221	530	1459
CLPP	277	610	1883
TNFSF9	254	644	1642
THOC2	1593	2932	11405
RPL23	81	168	561
STRADA	234	476	1630
CD70	193	455	1282
C3	1663	3452	11515
SH2D3A	576	1367	3817
TNFSF14	204	472	1364
RTN2	545	1274	3631
EML2	649	1406	4435
VASP	380	851	2569
SYMPK	1274	2795	8671
CFAP61	1237	2449	8684
CDC25B	580	1220	4000
GNRH2	120	293	787
CD93	652	1433	4435
CST8	142	275	1003
PSMF1	263	575	1792
CSTL1	145	274	1031
TMX4	349	690	2451
AP5S1	200	471	1329
RRBP1	1410	2831	9859
DSTN	165	304	1181
LAMP5	280	557	1963
SNRPB2	225	426	1599
TCF15	199	491	1300
OTOR	128	247	905
BANF2	90	165	645
FAM110A	295	740	1915
SCRT2	307	683	2080
DEFB129	183	360	1287
RAD21L1	65	136	449
TLE6	572	1166	3982
S1PR4	384	942	2514
NCLN	563	1263	3804
CITED1	193	434	1303
PITHD1	211	424	1475
MAX	96	162	702
FNTB	437	900	3033
ARMCX5	558	1105	3917
MMP24	645	1376	4429
NECAB3	396	859	2705
RALY	306	682	2072
C20orf173	149	305	1036
PLAGL2	496	1060	3404
AGO3	626	1272	4362
UROD	367	806	2497
SLC35E2	266	605	1789
KLC1	637	1227	4506
PCID2	453	872	3205
SLURP1	103	214	713
LRFN3	628	1581	4071
IGFLR1	355	848	2347
CAPNS1	268	559	1853
PDCD2L	358	727	2495
UBA2	640	1259	4501
FFAR2	330	749	2221
HCST	93	234	603
FFAR1	300	758	1942
COX6B1	86	149	625
KRT13	458	978	3144
KRT35	425	886	2939
KRT38	456	948	3156
CCR7	378	787	2615
KRT9	623	1302	4305
NR1D1	614	1335	4191
ARL2	184	393	1263
BCL2L12	250	613	1637
RRAS	218	488	1474
PRRG2	202	464	1354
TSKS	592	1299	4029
GLTSCR2	478	1097	3205
FLRT1	674	1516	4550
SBDS	250	473	1777
CSN1S1	185	334	1331
STATH	62	119	439
HTN1	57	95	418
MLX	298	599	2083
WNK4	1243	2837	8350
DNASE1	282	599	1939
TRAP1	704	1489	4847
SUGP1	645	1278	4527
DDX49	483	1063	3284
GDF1	372	959	2389
SDF2	211	447	1452
NSRP1	558	938	4084
AHDC1	1603	3781	10646
SLC35A2	396	979	2585
CFP	469	1003	3218
ELK1	428	1003	2849
ATG14	492	977	3451
SIX1	284	600	1956
DLGAP5	846	1627	5987
L3HYPDH	354	786	2400
HSPA2	639	1334	4417
TBPL2	375	784	2591
SGPP1	441	984	2985
PLEKHG3	1219	2583	8388
EVI2A	259	522	1809
OMG	440	889	3071
AIF1L	150	281	1069
CTAG2	210	513	1377
MAGEC2	373	757	2600
CANX	592	1099	4229
PYCARD	195	441	1314
COX7C	63	129	438
PHPT1	125	244	881
TRAF2	501	1024	3485
ABHD8	439	988	2963
COL14A1	757	1667	5146
HELB	1087	2095	7688
TSPAN8	237	470	1663
RAB3IP	460	907	3233
YEATS4	227	416	1627
NDUFB2	105	218	727
TAS2R3	316	659	2185
TAS2R4	299	634	2057
TAS2R5	299	610	2081
ZNF777	831	1709	5770
IDUA	653	1517	4360
ZNF317	595	1129	4226
PIN1	163	328	1139
FBXL12	326	756	2178
KIF17	1029	2193	7068
PLA2G2C	150	281	1069
CYP4F11	524	1070	3646
SIN3B	1130	2309	7861
OR7A10	309	649	2132
EPS15L1	864	1747	6029
KLF2	355	870	2325
OR7C2	319	692	2179
OR7C1	320	694	2186
F2RL3	385	979	2486
HCFC1R1	138	315	927
HN1L	190	406	1304
UNKL	229	508	1553
GFER	205	429	1416
SYNGR3	229	531	1530
RAB40C	281	589	1940
WDR24	920	1953	6327
GNG13	67	119	484
ZNF10	573	1039	4118
CLEC4M	376	744	2640
TICAM1	712	1604	4804
MON1B	547	1278	3645
METTL25	603	1187	4240
EIF3K	218	412	1550
EMC6	110	266	724
OR1E2	323	677	2230
TUBA4A	448	927	3105
VIL1	827	1677	5766
AAMP	434	914	2992
PNKD	142	318	960
TNFRSF19	417	849	2904
PHTF2	785	1587	5478
HSPB1	205	464	1381
GNG11	73	129	528
SHFM1	70	110	520
GNGT1	74	139	527
PTPN12	780	1507	5513
FGL2	439	815	3136
STYXL1	313	602	2215
PEX1	1283	2603	8944
LRFN1	771	1882	5057
SPINK2	84	183	573
RASL11B	248	523	1709
TUBGCP6	1819	3957	12414
DGCR6L	220	485	1495
NCF4	339	703	2348
CYTH4	394	766	2780
GGT1	569	1282	3839
GCAT	419	955	2816
SGSM3	749	1610	5131
SEZ6L	1024	2208	7008
VPREB3	123	267	840
SDF2L1	221	493	1496
YWHAH	246	477	1737
RFPL2	317	662	2191
A4GALT	353	778	2399
RFPL3	317	656	2197
CDC42EP1	391	920	2599
MCHR1	422	940	2858
GALR3	368	920	2392
TST	297	656	2017
APOL5	433	920	2977
IGLL1	84	219	537
CCDC117	279	572	1939
APOL2	337	711	2322
RAC2	192	416	1312
LIF	202	435	1383
C22orf23	217	437	1516
APOBEC3A	199	387	1404
EMC4	149	304	1037
PMPCB	489	1004	3397
DNAJC2	568	1028	4084
TAS2R16	291	579	2040
ATP6V1F	119	253	818
LSM8	96	204	660
VGF	615	1408	4127
